id,name,ssn,dob,start_date,kyc_date,net_worth
364413,Laura Gregory,477-40-3594,1936-07-19,2023-08-02,2024-03-24,408897.99
302915,Joseph Price,237-95-0882,1976-05-25,2020-05-29,2024-06-24,297512.58
347331,Tami Hanson,895-25-0540,1940-01-17,2023-03-16,2024-05-13,749211.03
388686,Natalie Ballard,695-66-9620,1933-07-28,2020-10-06,2024-03-31,311290.66
363024,John Molina,686-04-4371,1998-02-05,2021-03-29,2024-03-14,140069.88
378730,Nathan Thornton,562-46-6776,1958-06-30,2021-08-17,2024-05-01,72552.31
345963,Carol Miller,031-14-1342,1992-06-20,2021-10-16,2024-06-05,297677.62
300445,Misty Lopez,114-53-2062,1988-02-17,2022-08-27,2024-03-31,327808.95
373670,Sonya Carter,687-94-6051,1973-12-25,2024-02-21,2024-01-24,109080.53
317498,Connor Smith,219-53-5093,1943-07-19,2020-10-06,2024-01-26,683401.26
369369,Brandy Evans,144-46-7072,1989-12-07,2022-06-02,2024-02-12,633612.76
382213,Andrew Johnson,030-88-1869,1978-08-13,2021-07-09,2024-03-08,442718.59
302815,Heidi Foster,580-76-8199,1947-10-30,2021-04-25,2024-04-11,774971.58
325897,Heidi Myers,083-86-5565,1970-06-16,2023-10-31,2024-03-12,325764.28
302371,Samantha Norris,878-94-5149,1948-10-27,2022-07-09,2024-05-27,149077.73
317473,Kathryn Rivers,230-32-1089,1962-09-30,2021-01-03,2024-06-05,375539.67
364522,Laurie Phillips,523-62-0394,1942-03-15,2024-05-31,2024-03-09,602753.85
319645,Bryan Ortiz,395-46-9712,1972-09-25,2024-04-14,2024-07-01,524862.93
343394,Amy Bennett DDS,083-22-6578,1943-04-10,2022-06-30,2024-06-25,850922.77
362203,Carlos Payne,234-02-6525,1941-03-11,2020-09-07,2024-05-08,241643.53
394940,Thomas Williams,053-45-1993,1975-06-17,2023-11-23,2024-03-07,445375.76
310165,Isabella Howard,495-20-7309,1996-11-13,2020-02-26,2024-05-02,239345.13
384258,Kevin Allen,684-39-3836,1957-07-08,2023-06-02,2024-05-24,832039.38
377008,Derek Miller,154-41-4308,1943-04-28,2020-04-05,2024-02-12,876035.88
300132,Jeffrey Hansen,132-12-5877,1933-10-18,2020-09-01,2024-06-22,832905.65
368331,Elizabeth Crawford,231-37-2098,1959-10-04,2023-04-29,2024-03-24,468670.83
319456,Cheryl Jones,549-28-3977,1983-02-24,2021-04-01,2024-02-28,560701.82
323698,Angela Mckenzie,639-41-9649,1958-06-06,2020-07-02,2024-06-27,11700.69
386488,April Thompson,758-93-3304,1953-04-23,2024-02-07,2024-02-11,897345.72
396819,Jodi Smith,293-35-6264,1982-06-02,2021-04-21,2024-01-01,922310.55
396927,Tiffany Fields,221-69-4365,1937-03-19,2020-08-16,2024-01-29,492873.34
308375,Andrea Pittman,267-37-2574,1942-09-02,2023-07-12,2024-01-13,51334.67
314854,Patricia Copeland,293-38-9018,1958-05-16,2021-04-23,2024-04-28,297651.4
372790,Jacqueline Cox,815-36-3490,1952-01-07,2024-04-10,2024-02-01,420307.47
345850,Lisa Ryan,664-52-2142,1999-01-04,2023-12-15,2024-06-26,794338.26
373196,Debra Brown,002-19-1443,1988-10-09,2023-08-19,2024-03-06,206009.87
311755,Jill Macias,315-76-2642,1953-11-14,2024-05-06,2024-04-02,706894.67
334382,Julie Gordon,703-89-6851,1975-01-04,2023-11-26,2024-05-24,258175.23
381052,Mark Harris,274-04-6163,2004-04-08,2023-02-17,2024-01-19,571270.47
324837,Brian Allen,201-61-6324,1986-01-01,2020-10-30,2024-03-01,827195.52
383979,Julia Morgan,174-62-0994,1978-06-21,2022-11-25,2024-03-17,975232.58
399025,Laura Luna,393-44-7613,1994-10-02,2024-02-08,2024-03-04,376086.01
354765,Gabriel Burnett,359-82-8962,1949-05-15,2020-11-14,2024-04-14,600849.33
375897,Cynthia Perez,197-37-0834,1988-06-06,2020-05-17,2024-05-24,448513.54
393382,Jonathan Alexander,394-52-4084,1960-02-23,2020-08-20,2024-03-03,949635.61
384660,George Bush,115-31-9287,1987-07-09,2020-07-11,2024-06-10,791083.02
345783,Paul Williams,609-15-1880,1983-12-04,2021-02-05,2024-02-20,666044.12
370401,Scott Bush,225-86-7537,1941-04-27,2021-11-19,2024-04-06,841653.01
342221,Robert Logan,812-88-5195,2002-04-18,2020-03-10,2024-02-12,574665.07
319699,Kelly Stephens,214-98-8946,1943-02-12,2021-12-29,2024-05-18,194617.79
306358,Ronald Walker,768-60-4690,1974-07-01,2023-09-12,2024-05-27,781395.75
340258,Stephanie Lester,434-55-3873,1975-03-22,2021-09-09,2024-07-01,949186.6
376611,Tammy Hogan,719-01-2407,1959-07-27,2020-11-17,2024-01-06,665519.02
313766,Danny Reynolds,863-81-7752,1949-12-01,2020-10-29,2024-04-10,138982.24
356201,Victoria Dean,833-89-3724,1964-06-11,2023-08-19,2024-02-29,380783.88
343290,Jeffrey Campos,585-30-9420,1999-03-04,2021-08-08,2024-02-06,894333.33
364134,Sean Garcia,342-61-0112,1946-07-26,2020-07-19,2024-01-05,261330.26
326513,Madison Jenkins,241-88-6623,1948-06-27,2022-10-20,2024-01-02,406050.81
386167,Heather Hancock,501-43-2325,1949-11-06,2024-01-15,2024-03-16,855145.0
322020,Justin Peterson,088-64-5195,1983-08-12,2023-11-03,2024-03-24,966604.83
387703,Jason Olson,049-55-0286,1948-10-17,2021-03-04,2024-05-03,698857.99
344077,Laura David,776-66-9554,1956-06-17,2020-11-30,2024-04-21,116922.4
306358,Todd Smith,018-01-1594,1947-06-20,2020-12-15,2024-01-21,938455.11
371241,Oscar Young,063-98-5481,1935-12-21,2021-03-09,2024-02-18,252104.76
316856,Abigail Johnson,175-04-7594,1953-06-28,2022-11-29,2024-02-27,952416.85
300192,Luis Huang,092-14-1067,1941-04-12,2020-12-18,2024-03-04,369351.9
339791,Natalie Brown,301-26-3938,1993-12-27,2021-03-03,2024-03-14,611275.36
327203,Robert Flowers,703-41-9581,1940-03-05,2024-05-26,2024-04-22,361119.09
388841,Amy Jensen,573-05-9841,1995-06-09,2020-02-04,2024-06-18,395352.9
382815,Joshua Evans,632-91-7076,1972-10-17,2023-01-19,2024-06-26,67325.9
371902,Jeff Carter,441-33-1724,1991-03-16,2022-09-24,2024-03-28,952615.2
390015,Kimberly Lee,272-26-9516,1956-11-24,2020-07-31,2024-03-15,931742.21
305631,Michele Taylor,776-69-6259,1991-08-12,2021-04-05,2024-06-19,923268.1
337679,Christina Barker,846-17-8799,1997-06-09,2020-06-03,2024-04-15,547703.03
395199,Ashley Johnston,628-21-5486,1956-02-07,2020-02-10,2024-01-11,752150.51
375677,Diana Foster,782-90-5220,1997-01-01,2023-07-15,2024-03-20,291822.12
377168,Alicia Lee,568-73-9544,1965-06-08,2023-04-28,2024-01-17,891431.11
392359,Jeanette Villa,103-66-7132,1957-11-09,2020-02-14,2024-03-24,928833.37
335737,Robert Hill,163-34-7109,1968-07-20,2021-06-05,2024-06-14,36953.99
387848,Traci Anderson,738-64-6583,1963-06-30,2022-12-06,2024-02-06,517912.84
332372,Kevin Fischer,017-10-0947,1940-02-05,2022-12-16,2024-04-25,55936.4
321715,Shane Fisher,465-14-3606,1980-07-10,2024-02-19,2024-03-07,198619.21
311369,Kenneth Thomas,880-52-2510,1996-01-03,2024-03-11,2024-06-05,587914.13
327942,Veronica Shaw,398-38-0029,1970-09-17,2020-05-21,2024-02-29,492318.74
366204,Travis Bridges DDS,639-10-9809,1981-09-12,2023-05-22,2024-01-26,154482.47
316754,Javier Sanders,072-07-5133,1945-08-08,2023-01-01,2024-01-21,288658.0
306828,Melanie Cook,783-16-4097,1966-08-01,2020-10-30,2024-02-29,222698.28
312874,Brandon Robinson,373-37-8262,1956-04-12,2021-08-04,2024-05-04,293371.81
386863,Kathleen Tucker,235-63-1886,1943-04-28,2023-11-07,2024-01-19,73640.26
380768,Heather Allen,122-50-9659,1969-04-26,2023-04-29,2024-01-10,617358.61
309146,Jack Cruz,020-84-3375,1961-11-03,2023-06-25,2024-03-18,380823.6
397554,Jessica Williams,007-71-8087,1945-07-10,2024-05-12,2024-02-29,757584.48
344227,Noah Thompson,350-70-9813,1991-04-24,2021-06-18,2024-04-13,433562.02
381054,Eric Duncan,859-94-7674,1968-01-08,2022-01-08,2024-04-07,2857.6
360282,David Flores,024-21-1462,1941-01-18,2022-08-15,2024-05-28,945921.97
335305,Traci Clark,371-26-1716,1970-10-22,2022-08-30,2024-04-20,21020.09
321801,Michael Collier,310-29-5950,1949-12-01,2021-09-07,2024-06-30,232918.32
399347,Kelsey Terrell,198-23-1718,2002-02-06,2022-03-31,2024-05-07,128674.12
380219,Zachary Berry,033-73-0374,1960-03-19,2022-07-18,2024-04-25,825414.43
351674,Michele Spencer,715-11-5432,1971-12-19,2024-03-11,2024-06-13,995301.66
334613,Hannah Boyd,540-30-8160,1980-08-12,2024-04-12,2024-06-04,892324.05
323400,Michael Hayes,569-30-6636,1967-11-13,2021-08-09,2024-02-25,531726.11
318156,Kayla Harvey,018-12-5654,1971-12-28,2020-01-19,2024-05-25,266434.09
303774,Betty Brown,248-81-5208,1994-08-26,2020-12-30,2024-06-29,25166.42
354095,Shelly Townsend,291-83-4631,1952-08-12,2023-07-04,2024-06-22,123126.12
378810,Jeffrey Williamson,731-97-9825,1983-12-31,2023-01-23,2024-01-23,146970.75
349637,Victoria Green,817-37-8206,1973-02-23,2023-03-22,2024-06-11,848142.57
384860,Christopher Pena DDS,168-17-4590,1945-02-25,2024-05-21,2024-01-08,905786.62
341239,Joseph Adams,505-49-2987,1966-07-07,2022-12-17,2024-05-17,364294.64
374289,Thomas Nichols,454-06-7774,1996-08-29,2023-12-28,2024-02-04,153013.49
306551,Donald Curtis,174-81-2698,1981-11-20,2021-05-29,2024-07-01,202381.89
313127,Jesse Ortiz,209-40-8287,1947-07-22,2022-08-28,2024-01-04,252418.41
367240,Ashley Serrano,567-17-3177,1969-06-18,2022-03-19,2024-04-11,708140.27
321152,Nicole Scott,886-31-1277,1944-12-18,2024-04-20,2024-01-27,307735.18
356559,David Wilkins,684-82-8585,1979-10-02,2024-02-24,2024-04-11,46513.26
325861,Nancy Jones,407-13-0928,1942-07-09,2020-03-15,2024-02-29,20706.78
366141,Tiffany Flores,661-99-6317,1976-05-19,2020-04-26,2024-05-09,856139.17
344375,Jessica Collins,368-58-5898,1972-07-27,2023-09-28,2024-02-03,26250.02
384151,Wanda Bolton,341-53-7338,2003-04-27,2020-01-23,2024-02-27,230451.81
332120,Kenneth Allison,894-10-2671,2001-07-24,2022-07-12,2024-06-28,929031.38
310668,Sharon Mccoy,028-18-1445,1976-01-10,2021-08-16,2024-03-14,340170.75
336767,Laurie Stevens,211-09-4561,1936-11-25,2020-05-09,2024-02-11,740192.28
350103,Micheal Simmons,051-38-7748,1955-06-29,2022-12-09,2024-02-26,319840.82
375992,Sheryl Dixon,754-49-4347,1970-01-25,2022-02-01,2024-03-05,997738.19
391057,Chad Martin,247-72-4992,1953-05-14,2020-09-05,2024-04-14,488231.2
318673,Larry Willis,385-83-9644,1972-02-19,2023-04-22,2024-02-09,837904.21
331775,Carl Martin,540-44-2614,1969-05-11,2020-07-27,2024-06-18,964839.55
380911,Lisa Estrada,624-90-0683,1978-10-22,2023-08-13,2024-03-26,804654.19
393268,Wanda Craig,141-89-6335,1992-12-30,2020-04-27,2024-06-28,681314.53
317913,Melissa Wilkinson,101-61-7577,1977-06-25,2023-10-08,2024-01-24,594176.48
354051,Matthew Potter,199-54-0790,1960-12-01,2021-08-07,2024-03-08,274024.91
360937,Amy Pacheco,661-54-8990,1947-12-19,2024-05-20,2024-01-13,273588.39
353843,Christine Herman,004-37-6655,1967-08-05,2021-08-06,2024-01-28,192961.98
355370,Kathryn Brown,811-44-9068,2005-09-15,2020-12-18,2024-05-29,932694.29
365261,Joseph Horton,367-58-1941,1961-09-25,2022-01-31,2024-06-20,570314.13
315978,Robert Jackson,787-15-0159,1989-07-08,2022-04-18,2024-06-09,826481.88
350624,Robert Clayton,262-03-1699,1937-12-04,2023-02-14,2024-06-04,604475.09
336467,Barbara Ritter,444-68-7643,1965-04-14,2023-09-23,2024-03-08,473545.63
339152,Gerald Jones,603-68-9161,1978-05-28,2022-03-24,2024-05-24,717484.97
395284,Kristopher Andrews,402-94-5046,1980-06-09,2024-05-13,2024-04-09,438008.01
331154,Misty Adkins,245-09-4194,1967-04-08,2020-10-09,2024-05-12,772050.42
342812,Matthew Herrera,229-66-4995,1950-06-23,2020-10-24,2024-01-16,73547.4
384298,Chad Garcia,492-33-5865,2003-09-26,2021-01-15,2024-06-07,363367.76
335222,Donald Webster,735-96-9254,1933-11-12,2023-02-26,2024-06-05,517948.93
394852,Mike Marshall,175-22-2508,1936-07-17,2022-12-04,2024-04-30,598523.18
356461,Amanda Houston,118-90-5791,1988-05-17,2020-06-23,2024-06-23,851004.24
337977,Valerie Barker,537-89-2129,1966-01-09,2023-09-04,2024-01-04,943737.87
318688,Kerry Sanders,760-38-0348,1981-04-01,2024-04-18,2024-01-25,674423.94
348920,Diana Fisher,571-84-4550,1998-06-03,2021-10-04,2024-05-11,877006.98
362552,Dr. Kelly Clarke,060-91-8149,1942-07-11,2023-05-02,2024-02-13,728480.17
361147,Lindsay Harris,656-99-4983,1988-12-08,2021-02-04,2024-02-27,59377.79
340039,Harry Simon,869-60-6224,1961-09-07,2024-01-29,2024-05-02,828785.49
340857,Morgan Ramirez,486-62-8906,1999-05-22,2024-02-01,2024-01-07,609104.27
316177,Michael Davies,703-21-5790,1984-08-24,2023-05-16,2024-05-30,267650.44
395897,Ronnie Lopez,116-46-8823,1938-11-28,2023-02-10,2024-05-21,218657.62
327224,Joshua Martin,406-59-8394,1943-10-31,2024-01-30,2024-05-10,477929.22
336906,Felicia Robinson,848-09-0559,1987-11-12,2020-10-06,2024-02-05,619318.95
343642,Emily Harper,422-44-1331,1987-08-03,2022-12-13,2024-01-10,715153.01
342171,Lisa Jordan,280-48-7827,1942-08-06,2022-03-17,2024-02-08,444833.0
335414,Gary Fletcher,780-97-0175,1938-08-05,2023-09-19,2024-01-19,66569.1
330285,Sheila Gonzalez,592-21-5697,1951-07-03,2023-06-18,2024-02-03,432287.92
369392,Lisa Powers,130-98-3874,1983-10-01,2020-03-13,2024-06-14,352653.66
343546,Claire Welch,374-85-9356,1982-04-29,2022-01-29,2024-04-15,194677.68
379353,Yvonne Mitchell,815-99-1672,1936-05-04,2021-05-14,2024-02-02,204883.01
378140,Erik Harris,841-72-4975,1966-10-09,2023-07-07,2024-03-11,470976.21
304211,Kyle Johnston,179-27-2395,1944-10-20,2021-01-28,2024-06-19,1830.18
366835,Ellen Baldwin,216-22-6308,1947-10-09,2020-06-03,2024-01-20,938498.05
306946,Daniel Smith,203-27-7545,1949-01-22,2023-04-02,2024-03-21,448597.79
325990,Brian Sampson,242-41-2305,1999-05-14,2020-12-03,2024-01-13,138791.51
396584,Daniel Stevens,430-04-2988,1989-04-26,2023-02-10,2024-06-07,826363.97
309257,Joseph Taylor,322-76-5079,2006-03-13,2023-10-24,2024-01-27,937763.19
375282,Elizabeth Mendoza,334-46-3370,1987-03-22,2022-07-13,2024-02-20,740651.24
386669,Vanessa Mcknight,836-74-2720,2006-05-05,2023-11-08,2024-06-15,343275.67
350296,Christian Leonard,732-26-2520,1946-09-25,2022-11-04,2024-05-22,288544.01
375789,Regina Sanchez,175-61-7026,2005-06-08,2024-06-06,2024-03-26,742579.47
388369,Heather Conley,044-02-2809,1972-05-04,2020-10-17,2024-04-11,398377.88
370736,Aaron Thomas,260-62-2624,1945-06-03,2023-09-06,2024-01-15,424287.06
309498,Ryan Clark,881-75-2024,1997-03-08,2020-04-23,2024-04-08,995006.41
379489,Cody Ramirez,799-73-8839,1972-09-26,2022-04-20,2024-01-19,451277.72
307959,Mary Hansen DDS,479-65-2297,1945-08-08,2021-10-02,2024-03-15,825417.2
323600,Taylor Stevens,858-59-1172,1936-06-01,2023-10-04,2024-04-15,506562.13
341517,Hector Medina,898-71-8859,1956-10-29,2023-05-06,2024-01-30,507035.22
381599,Chloe Jacobs,007-94-0374,1986-12-04,2024-02-22,2024-03-25,949878.87
398675,April Watts,803-72-5875,1933-11-09,2020-11-01,2024-04-26,369018.08
337350,Adrian Taylor,593-29-6761,1997-04-21,2021-11-30,2024-06-23,800181.41
323619,Elizabeth Shields,594-46-6409,1995-03-03,2022-12-30,2024-03-04,395382.41
321118,Ashley Perry,404-14-8096,1959-10-26,2020-11-20,2024-05-04,596431.73
355494,Andrew Vasquez,134-69-7062,1940-01-03,2021-02-04,2024-03-03,936807.46
392186,Melissa Mullins,156-79-2258,1993-10-19,2023-09-10,2024-06-20,380344.17
397501,Tyler Pacheco,473-62-5356,1954-04-19,2021-12-07,2024-03-23,235083.7
386014,Jennifer Ford,871-55-9370,1954-05-17,2022-07-04,2024-05-01,970525.25
306575,Elizabeth Little,386-38-2499,1957-12-28,2024-02-27,2024-02-04,612250.61
341640,Rebecca Lawson,746-85-9410,1934-04-03,2023-09-11,2024-04-22,469169.12
363724,Mary Manning,471-43-7760,1983-08-09,2020-03-18,2024-05-31,657031.25
386608,Justin Chandler,037-52-3746,1940-08-06,2021-12-28,2024-01-06,171439.96
380175,Cassandra Swanson,291-21-2597,1977-01-03,2021-10-06,2024-04-26,919994.16
312463,Tara Kaufman,229-30-1949,1950-08-11,2021-11-16,2024-02-18,184041.22
382878,Denise Castillo,266-26-4433,1974-11-12,2023-06-17,2024-02-20,566583.66
387759,Linda James,194-04-2659,1963-09-26,2022-11-03,2024-04-30,142605.87
338875,Christopher Mccoy,309-96-2886,1944-01-04,2022-04-08,2024-04-14,387463.05
378604,Jennifer Wilcox,111-50-1962,1995-07-01,2021-08-10,2024-04-26,87486.34
316239,Debra Arias,251-50-1319,1996-06-29,2020-05-17,2024-04-01,942074.9
348162,Whitney Anderson,396-27-7755,1972-05-29,2023-12-16,2024-04-18,588557.57
336684,Robert Estrada,318-99-1664,1952-12-02,2022-08-31,2024-02-06,495696.12
309299,Mrs. Catherine Ward,080-10-1460,1991-12-23,2020-02-05,2024-04-02,735594.75
309077,Angela Williamson,281-26-9281,1977-04-09,2023-02-07,2024-03-10,243859.9
378977,Mark Vasquez,239-46-2516,1999-06-11,2021-09-17,2024-03-03,971467.24
397592,Maria Rodriguez,612-87-6197,1949-03-22,2022-04-09,2024-06-27,634510.12
343403,Carol Williams,034-05-0316,1999-11-01,2023-08-01,2024-04-17,43085.06
323622,Tiffany Johnson,491-68-8067,1986-04-23,2023-02-23,2024-05-09,367467.57
332547,Tanya Gutierrez,725-76-6003,1956-12-03,2021-11-04,2024-04-29,525770.12
303275,Jessica Wilson,467-76-2509,1988-12-08,2023-11-19,2024-01-18,836649.82
356527,Tommy Murphy,561-43-2263,2002-03-14,2023-07-07,2024-04-09,41489.1
340182,Douglas Wilson,032-09-7727,2002-02-17,2023-01-15,2024-02-01,835985.79
333156,Alex Simpson,171-28-0922,1978-04-18,2022-07-26,2024-07-04,767811.04
375841,Joshua Ramsey,095-76-9484,1996-12-13,2024-04-01,2024-02-04,268925.19
300957,Alan Bryant,237-67-8796,1944-08-03,2024-02-15,2024-04-26,162641.5
364420,Candice Warner,271-68-2128,1972-06-01,2022-08-31,2024-06-06,112081.18
323948,Carla Harrison,102-53-8746,1935-01-14,2022-01-29,2024-03-28,951074.21
353576,Frederick Williams,353-80-2543,1983-06-18,2022-07-21,2024-06-27,203283.93
374769,Robert Rodriguez,072-08-5626,1979-11-12,2021-12-13,2024-02-21,31638.8
325238,John Ellis,624-43-0163,1971-11-28,2023-07-12,2024-04-15,152121.79
394365,Michelle Gibson,644-98-6113,1971-11-09,2022-10-22,2024-03-12,337819.88
322422,Stephanie Adkins,197-31-6569,1995-02-20,2023-08-26,2024-06-21,612646.1
340306,Laura Hansen,069-48-6922,1988-04-24,2022-04-25,2024-06-02,644412.74
358696,Marcus Nunez,897-29-4774,1997-03-31,2024-03-24,2024-03-07,666411.9
351880,Molly Grimes,614-27-8513,1943-10-17,2020-04-28,2024-05-14,319435.22
383431,Jonathan Williams,645-99-7213,1940-01-17,2021-12-13,2024-03-20,493071.68
302183,Amanda Palmer,778-11-1936,1939-07-06,2022-01-22,2024-01-05,261987.6
340411,Andrew Mitchell,561-53-1827,1938-03-01,2020-04-22,2024-02-29,958437.32
399442,Garrett Cox,667-45-3621,2006-05-20,2020-05-18,2024-05-22,725013.47
349420,Tracy Gates,501-04-1222,1951-02-21,2022-01-07,2024-06-23,130556.55
312774,David Gordon,611-95-4115,1973-09-29,2022-07-24,2024-06-22,358655.0
388621,Marcus Woods MD,619-02-6252,1985-02-17,2020-08-19,2024-06-28,950967.3
324979,Darren Powers,210-90-7937,1994-10-16,2020-04-01,2024-07-02,402628.14
337284,Christina Krueger,112-18-1760,1943-03-05,2021-01-17,2024-03-22,108070.95
330684,Anthony Roy,362-19-8259,1995-07-08,2022-11-07,2024-02-29,898926.17
311026,Steven Bond,435-24-9608,1941-01-29,2023-01-06,2024-05-12,120584.75
365359,Lauren Reed,078-34-9527,1940-11-13,2021-11-18,2024-01-06,685230.38
324906,Sharon Noble,118-16-2006,2002-10-18,2021-12-22,2024-01-20,801971.91
313675,Rodney Mercado,587-60-8634,1971-12-10,2021-03-03,2024-02-16,38738.82
329402,Erica Smith,708-86-5580,1983-03-08,2022-05-16,2024-03-21,897975.23
319154,Candice Brewer,522-28-2386,1972-08-19,2023-08-11,2024-06-13,653852.47
369109,Daniel Ramirez,505-91-1817,1938-05-13,2022-03-09,2024-04-30,441534.61
343434,Jeffery Johnson,256-42-7309,1941-12-27,2023-12-20,2024-04-19,201097.59
304023,Tyler Aguirre,343-34-5479,1950-08-21,2021-11-03,2024-01-04,926049.09
321144,Matthew Bryant,496-35-2113,1995-10-30,2020-04-27,2024-04-14,780641.19
333712,Jennifer Perkins,885-09-0244,1959-01-19,2022-07-03,2024-03-15,797871.36
342422,Mr. David Wilson,503-19-9270,2000-11-08,2022-06-28,2024-05-11,886739.98
367871,Breanna Moore,347-77-6427,1999-08-07,2020-03-13,2024-06-06,307618.13
391564,Andrea Lee,387-90-4268,1955-06-02,2020-11-11,2024-03-05,727527.69
383615,James Flores MD,382-03-1707,2004-08-07,2020-04-27,2024-02-06,121629.22
374206,Elizabeth Lopez,769-69-1303,1968-08-25,2024-04-30,2024-01-23,513922.99
319808,Brandi Erickson,672-81-0657,1965-01-12,2021-01-06,2024-03-17,933154.63
387561,Jessica Clark,772-95-2846,1972-03-12,2022-02-17,2024-01-11,102448.08
338298,Jerry Nash,323-62-7900,1942-02-10,2022-08-17,2024-01-29,449027.65
371077,Kathleen Novak,467-93-0995,1984-07-20,2020-05-30,2024-01-25,117089.76
349694,Chelsea Campbell,214-41-0190,1975-09-01,2023-09-04,2024-07-03,72345.17
326756,Jose Stevens,699-53-9163,1946-06-21,2022-08-21,2024-06-25,931956.38
309811,Janice Parker,485-27-5947,1962-06-08,2021-07-04,2024-06-06,939958.24
350499,Richard Henderson,848-43-6916,1982-10-31,2022-12-24,2024-04-01,195523.4
340602,Jesse Lee,232-29-1384,1972-08-05,2023-06-09,2024-05-18,987589.04
383462,Maria Mckenzie,232-56-2031,1952-05-09,2022-06-01,2024-02-24,622189.45
310113,Allison Robertson,863-32-3768,1987-03-22,2023-08-14,2024-05-21,147831.86
357011,George Stevenson,079-21-6807,1978-09-21,2021-04-26,2024-03-22,264746.42
397364,John Wells,517-95-7351,1954-09-12,2020-07-26,2024-05-10,124292.66
392201,Joanne Ramirez,544-61-5537,1988-03-07,2022-05-31,2024-02-09,195706.81
315174,Stephen Harvey,841-58-4577,2006-03-13,2020-06-11,2024-03-26,779569.47
314468,Natalie Johnson,195-43-0797,1993-12-04,2020-03-01,2024-03-28,900165.96
380748,Michelle Sutton,019-10-0600,1956-02-26,2023-04-21,2024-01-21,110877.0
360955,Joseph Higgins,093-19-7354,1985-01-22,2022-10-31,2024-04-11,659014.28
368061,Jonathan Miller,309-14-3637,1954-09-06,2021-04-13,2024-05-22,28741.2
385902,Matthew Flynn,836-97-9740,1953-06-06,2022-09-10,2024-05-08,868106.02
382340,Holly Anderson,043-57-9811,1983-10-13,2022-01-13,2024-02-19,144323.75
343471,Phillip Rivas,675-23-3666,1969-11-10,2021-03-31,2024-06-25,187931.59
346640,James Meyer,850-81-2547,1981-12-19,2023-01-20,2024-01-20,708942.85
345756,Brett Farmer,263-45-7457,1988-08-07,2023-04-30,2024-06-13,729559.19
349213,Miss Kathryn Harrell,713-06-5781,1986-11-26,2023-05-07,2024-04-15,663952.16
346762,Morgan Dickerson,726-70-7600,1965-06-14,2020-06-18,2024-03-11,780118.0
351564,Wendy Watkins,886-99-7931,1997-04-14,2021-06-05,2024-04-07,416795.8
381424,Sara Weber,731-39-9188,1993-04-14,2023-05-21,2024-04-29,537536.0
315017,Ann Avila,390-27-3793,1978-11-05,2022-11-20,2024-05-10,905489.49
390076,Olivia Buchanan,269-13-2860,1989-09-08,2023-04-29,2024-02-25,868193.52
380027,Gina Giles,287-41-9351,1944-02-05,2020-02-18,2024-05-06,47309.69
391642,Mark Vargas,802-59-3082,1974-01-31,2023-10-06,2024-02-21,873326.36
307396,Brandy Moore,056-34-0108,1940-09-10,2023-05-04,2024-01-31,924393.3
332549,Sarah Mcintyre,503-17-6102,1953-12-07,2022-05-20,2024-03-28,681850.55
386858,Robert Mitchell,814-74-3979,2001-01-29,2023-07-10,2024-06-10,827341.31
373491,Samantha Fisher,094-88-4084,1951-05-09,2020-09-29,2024-06-03,349896.26
343749,Brenda Young,040-94-5447,1995-03-25,2023-12-31,2024-04-14,433161.06
351329,Isabel Williams,553-62-4300,1983-09-10,2024-01-08,2024-01-13,920196.75
346595,Lisa Cortez,355-43-5271,1994-08-15,2020-08-01,2024-03-23,925121.03
389716,Kevin Hoover,593-01-0938,1949-02-09,2020-11-28,2024-02-25,868747.41
325646,Robert Decker,260-77-8663,1937-07-17,2024-02-22,2024-02-13,408032.46
347386,Mario Murray,598-94-8920,1999-08-04,2023-12-26,2024-05-26,538182.82
342357,Steven Hernandez,734-37-5607,2006-04-14,2021-09-12,2024-02-03,131100.89
327848,April King,603-07-9459,1969-09-20,2024-02-29,2024-06-19,671763.48
314972,Joshua Henderson,821-90-7575,1988-12-30,2022-10-08,2024-01-04,152396.96
394923,Jonathan Banks,197-81-2043,1939-01-10,2022-07-30,2024-03-27,785218.83
316512,Stephanie Smith,832-39-6192,1966-10-21,2021-03-19,2024-07-02,996816.99
346302,Molly Burns,607-63-3722,1970-02-01,2021-04-15,2024-06-25,175885.0
347067,Pamela Porter,489-76-7365,1982-01-16,2024-02-20,2024-05-29,272385.32
302876,Jason White,574-24-2025,1973-03-17,2022-06-06,2024-05-17,189552.56
368756,Michelle Phillips,689-25-0698,1957-12-05,2024-01-17,2024-02-16,437776.12
383026,Miss Brenda Walker,267-61-0084,1951-01-22,2021-10-04,2024-07-02,332641.54
307563,Tammy Paul,464-78-7918,1962-07-22,2020-10-09,2024-04-06,348191.2
367122,Nancy Stewart,525-21-5586,1948-06-26,2021-02-20,2024-04-14,800325.18
329285,Nicole Smith,872-97-7079,1934-04-01,2023-02-24,2024-07-04,598813.4
384586,Kenneth Hamilton,046-05-9509,1953-10-03,2022-01-28,2024-02-09,322059.54
343655,Hannah Hill,198-12-4653,1955-11-23,2022-07-16,2024-04-22,18091.99
337231,Jerry Alexander,330-81-9134,1961-07-13,2023-10-03,2024-01-19,904472.7
375026,Sean Wilkins,296-38-7289,1966-10-11,2021-07-05,2024-04-30,140710.26
362126,Blake Roach,497-41-3094,1963-10-28,2024-05-10,2024-07-03,504029.02
364098,Jacqueline Taylor,638-96-3287,1948-02-22,2021-10-31,2024-02-01,685816.42
